frequency,left_tail_multiplier,log_scale,perc_c_1,perc_c_2,perc_c_3,perc_c_4,perc_p_1,perc_p_2,perc_p_3,perc_p_4,perc_s_1,perc_s_3,perc_s_4,perc_s_5,right_tail_multiplier
365,-0.8,True,90.47619047619048,75.0,0.0,0.0,68.18181818181819,100.0,0.0,0.0,100.0,100.0,90.0,100.0,-1.0
365,-0.8,False,76.19047619047619,90.0,8.695652173913043,0.0,100.0,100.0,54.54545454545455,0.0,18.181818181818183,100.0,20.0,19.047619047619047,0.0
365,-0.8,False,76.19047619047619,90.0,8.695652173913043,0.0,100.0,100.0,54.54545454545455,0.0,18.181818181818183,100.0,0.0,9.523809523809524,0.1
365,-0.8,False,76.19047619047619,90.0,8.695652173913043,0.0,100.0,100.0,27.272727272727273,0.0,54.54545454545455,100.0,35.0,57.142857142857146,-0.2
365,-0.8,False,76.19047619047619,90.0,8.695652173913043,0.0,68.18181818181819,100.0,0.0,0.0,100.0,100.0,80.0,100.0,-0.8
365,-0.8,False,76.19047619047619,90.0,8.695652173913043,0.0,22.727272727272727,100.0,0.0,0.0,100.0,100.0,85.0,100.0,-1.0
365,-1.0,True,76.19047619047619,55.0,0.0,0.0,100.0,100.0,27.272727272727273,0.0,59.09090909090909,100.0,30.0,14.285714285714286,0.0
365,-1.0,True,76.19047619047619,55.0,0.0,0.0,100.0,100.0,27.272727272727273,0.0,40.90909090909091,100.0,0.0,4.761904761904762,0.1
365,-1.0,True,76.19047619047619,55.0,0.0,0.0,100.0,100.0,0.0,0.0,86.36363636363636,100.0,35.0,47.61904761904762,-0.2
365,-1.0,True,76.19047619047619,55.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,80.0,90.47619047619048,-0.8
365,-1.0,True,76.19047619047619,55.0,0.0,0.0,68.18181818181819,100.0,0.0,0.0,100.0,100.0,90.0,100.0,-1.0
365,-1.0,False,61.904761904761905,75.0,4.3478260869565215,0.0,100.0,100.0,54.54545454545455,0.0,18.181818181818183,100.0,20.0,19.047619047619047,0.0
365,-1.0,False,61.904761904761905,75.0,4.3478260869565215,0.0,100.0,100.0,54.54545454545455,0.0,18.181818181818183,100.0,0.0,9.523809523809524,0.1
365,-1.0,False,61.904761904761905,75.0,4.3478260869565215,0.0,100.0,100.0,27.272727272727273,0.0,54.54545454545455,100.0,35.0,57.142857142857146,-0.2
365,-1.0,False,61.904761904761905,75.0,4.3478260869565215,0.0,68.18181818181819,100.0,0.0,0.0,100.0,100.0,80.0,100.0,-0.8
365,-1.0,False,61.904761904761905,75.0,4.3478260869565215,0.0,22.727272727272727,100.0,0.0,0.0,100.0,100.0,85.0,100.0,-1.0
730,0.0,True,100.0,55.0,30.434782608695652,70.0,100.0,100.0,0.0,0.0,100.0,23.80952380952381,100.0,0.0,0.0
730,0.0,True,100.0,55.0,30.434782608695652,70.0,100.0,100.0,0.0,0.0,100.0,23.80952380952381,100.0,0.0,0.1
730,0.0,True,100.0,55.0,30.434782608695652,70.0,100.0,100.0,0.0,0.0,100.0,23.80952380952381,100.0,0.0,-0.2
730,0.0,True,100.0,55.0,30.434782608695652,70.0,0.0,80.95238095238095,0.0,0.0,100.0,23.80952380952381,100.0,76.19047619047619,-0.8
730,0.0,True,100.0,55.0,30.434782608695652,70.0,0.0,71.42857142857143,0.0,0.0,100.0,23.80952380952381,100.0,80.95238095238095,-1.0
730,0.0,False,100.0,65.0,43.47826086956522,100.0,100.0,100.0,0.0,0.0,100.0,14.285714285714286,100.0,0.0,0.0
730,0.0,False,100.0,65.0,43.47826086956522,100.0,100.0,100.0,0.0,0.0,95.45454545454545,14.285714285714286,95.0,0.0,0.1
730,0.0,False,100.0,65.0,43.47826086956522,100.0,95.45454545454545,100.0,0.0,0.0,100.0,14.285714285714286,100.0,0.0,-0.2
730,0.0,False,100.0,65.0,43.47826086956522,100.0,0.0,100.0,0.0,0.0,100.0,14.285714285714286,100.0,76.19047619047619,-0.8
730,0.0,False,100.0,65.0,43.47826086956522,100.0,0.0,100.0,0.0,0.0,100.0,14.285714285714286,100.0,90.47619047619048,-1.0
730,0.1,True,100.0,65.0,43.47826086956522,95.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
730,0.1,True,100.0,65.0,43.47826086956522,95.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.1
730,0.1,True,100.0,65.0,43.47826086956522,95.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,-0.2
730,0.1,True,100.0,65.0,43.47826086956522,95.0,0.0,80.95238095238095,0.0,0.0,100.0,0.0,100.0,76.19047619047619,-0.8
730,0.1,True,100.0,65.0,43.47826086956522,95.0,0.0,71.42857142857143,0.0,0.0,100.0,0.0,100.0,80.95238095238095,-1.0
730,0.1,False,100.0,75.0,43.47826086956522,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
730,0.1,False,100.0,75.0,43.47826086956522,100.0,100.0,100.0,0.0,0.0,95.45454545454545,0.0,95.0,0.0,0.1
730,0.1,False,100.0,75.0,43.47826086956522,100.0,95.45454545454545,100.0,0.0,0.0,100.0,0.0,100.0,0.0,-0.2
730,0.1,False,100.0,75.0,43.47826086956522,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,76.19047619047619,-0.8
730,0.1,False,100.0,75.0,43.47826086956522,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,90.47619047619048,-1.0
730,-0.2,True,100.0,15.0,13.043478260869565,20.0,100.0,100.0,0.0,0.0,100.0,42.857142857142854,100.0,0.0,0.0
730,-0.2,True,100.0,15.0,13.043478260869565,20.0,100.0,100.0,0.0,0.0,100.0,42.857142857142854,100.0,0.0,0.1
730,-0.2,True,100.0,15.0,13.043478260869565,20.0,100.0,100.0,0.0,0.0,100.0,42.857142857142854,100.0,0.0,-0.2
730,-0.2,True,100.0,15.0,13.043478260869565,20.0,0.0,80.95238095238095,0.0,0.0,100.0,42.857142857142854,100.0,76.19047619047619,-0.8
730,-0.2,True,100.0,15.0,13.043478260869565,20.0,0.0,71.42857142857143,0.0,0.0,100.0,42.857142857142854,100.0,80.95238095238095,-1.0
730,-0.2,False,90.47619047619048,40.0,30.434782608695652,100.0,100.0,100.0,0.0,0.0,100.0,38.095238095238095,100.0,0.0,0.0
730,-0.2,False,90.47619047619048,40.0,30.434782608695652,100.0,100.0,100.0,0.0,0.0,95.45454545454545,38.095238095238095,95.0,0.0,0.1
730,-0.2,False,90.47619047619048,40.0,30.434782608695652,100.0,95.45454545454545,100.0,0.0,0.0,100.0,38.095238095238095,100.0,0.0,-0.2
730,-0.2,False,90.47619047619048,40.0,30.434782608695652,100.0,0.0,100.0,0.0,0.0,100.0,38.095238095238095,100.0,76.19047619047619,-0.8
730,-0.2,False,90.47619047619048,40.0,30.434782608695652,100.0,0.0,100.0,0.0,0.0,100.0,38.095238095238095,100.0,90.47619047619048,-1.0
730,-0.8,True,66.66666666666667,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0
730,-0.8,True,66.66666666666667,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.1
730,-0.8,True,66.66666666666667,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,-0.2
730,-0.8,True,66.66666666666667,0.0,0.0,0.0,0.0,80.95238095238095,0.0,0.0,100.0,100.0,100.0,76.19047619047619,-0.8
730,-0.8,True,66.66666666666667,0.0,0.0,0.0,0.0,71.42857142857143,0.0,0.0,100.0,100.0,100.0,80.95238095238095,-1.0
730,-0.8,False,47.61904761904762,0.0,4.3478260869565215,10.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0
730,-0.8,False,47.61904761904762,0.0,4.3478260869565215,10.0,100.0,100.0,0.0,0.0,95.45454545454545,100.0,95.0,0.0,0.1
730,-0.8,False,47.61904761904762,0.0,4.3478260869565215,10.0,95.45454545454545,100.0,0.0,0.0,100.0,100.0,100.0,0.0,-0.2
730,-0.8,False,47.61904761904762,0.0,4.3478260869565215,10.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,76.19047619047619,-0.8
730,-0.8,False,47.61904761904762,0.0,4.3478260869565215,10.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,90.47619047619048,-1.0
730,-1.0,True,61.904761904761905,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0
730,-1.0,True,61.904761904761905,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.1
730,-1.0,True,61.904761904761905,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,-0.2
730,-1.0,True,61.904761904761905,0.0,0.0,0.0,0.0,80.95238095238095,0.0,0.0,100.0,100.0,100.0,76.19047619047619,-0.8
730,-1.0,True,61.904761904761905,0.0,0.0,0.0,0.0,71.42857142857143,0.0,0.0,100.0,100.0,100.0,80.95238095238095,-1.0
730,-1.0,False,38.095238095238095,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0
730,-1.0,False,38.095238095238095,0.0,0.0,0.0,100.0,100.0,0.0,0.0,95.45454545454545,100.0,95.0,0.0,0.1
730,-1.0,False,38.095238095238095,0.0,0.0,0.0,95.45454545454545,100.0,0.0,0.0,100.0,100.0,100.0,0.0,-0.2
730,-1.0,False,38.095238095238095,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,76.19047619047619,-0.8
730,-1.0,False,38.095238095238095,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,90.47619047619048,-1.0
1825,0.0,True,100.0,0.0,47.82608695652174,0.0,0.0,100.0,0.0,0.0,100.0,9.523809523809524,100.0,4.761904761904762,0.0
1825,0.0,True,100.0,0.0,47.82608695652174,0.0,0.0,100.0,0.0,0.0,100.0,9.523809523809524,100.0,0.0,0.1
1825,0.0,True,100.0,0.0,47.82608695652174,0.0,0.0,100.0,0.0,0.0,100.0,9.523809523809524,100.0,52.38095238095238,-0.2
1825,0.0,True,100.0,0.0,47.82608695652174,0.0,0.0,95.23809523809524,0.0,0.0,100.0,9.523809523809524,100.0,100.0,-0.8
1825,0.0,True,100.0,0.0,47.82608695652174,0.0,0.0,57.142857142857146,0.0,0.0,100.0,9.523809523809524,100.0,100.0,-1.0
1825,0.0,False,100.0,0.0,43.47826086956522,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,4.761904761904762,0.0
1825,0.0,False,100.0,0.0,43.47826086956522,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.1
1825,0.0,False,100.0,0.0,43.47826086956522,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,61.904761904761905,-0.2
1825,0.0,False,100.0,0.0,43.47826086956522,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-0.8
1825,0.0,False,100.0,0.0,43.47826086956522,0.0,0.0,90.47619047619048,0.0,0.0,100.0,0.0,100.0,100.0,-1.0
1825,0.1,True,100.0,0.0,56.52173913043478,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,4.761904761904762,0.0
1825,0.1,True,100.0,0.0,56.52173913043478,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.1
1825,0.1,True,100.0,0.0,56.52173913043478,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,52.38095238095238,-0.2
1825,0.1,True,100.0,0.0,56.52173913043478,0.0,0.0,95.23809523809524,0.0,0.0,100.0,0.0,100.0,100.0,-0.8
1825,0.1,True,100.0,0.0,56.52173913043478,0.0,0.0,57.142857142857146,0.0,0.0,100.0,0.0,100.0,100.0,-1.0
1825,0.1,False,100.0,0.0,47.82608695652174,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,4.761904761904762,0.0
1825,0.1,False,100.0,0.0,47.82608695652174,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.1
1825,0.1,False,100.0,0.0,47.82608695652174,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,61.904761904761905,-0.2
1825,0.1,False,100.0,0.0,47.82608695652174,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-0.8
1825,0.1,False,100.0,0.0,47.82608695652174,0.0,0.0,90.47619047619048,0.0,0.0,100.0,0.0,100.0,100.0,-1.0
1825,-0.2,True,100.0,0.0,21.73913043478261,0.0,0.0,100.0,0.0,0.0,100.0,76.19047619047619,100.0,4.761904761904762,0.0
1825,-0.2,True,100.0,0.0,21.73913043478261,0.0,0.0,100.0,0.0,0.0,100.0,76.19047619047619,100.0,0.0,0.1
1825,-0.2,True,100.0,0.0,21.73913043478261,0.0,0.0,100.0,0.0,0.0,100.0,76.19047619047619,100.0,52.38095238095238,-0.2
1825,-0.2,True,100.0,0.0,21.73913043478261,0.0,0.0,95.23809523809524,0.0,0.0,100.0,76.19047619047619,100.0,100.0,-0.8
1825,-0.2,True,100.0,0.0,21.73913043478261,0.0,0.0,57.142857142857146,0.0,0.0,100.0,76.19047619047619,100.0,100.0,-1.0
1825,-0.2,False,80.95238095238095,0.0,17.391304347826086,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,4.761904761904762,0.0
1825,-0.2,False,80.95238095238095,0.0,17.391304347826086,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.1
1825,-0.2,False,80.95238095238095,0.0,17.391304347826086,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,61.904761904761905,-0.2
1825,-0.2,False,80.95238095238095,0.0,17.391304347826086,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-0.8
1825,-0.2,False,80.95238095238095,0.0,17.391304347826086,0.0,0.0,90.47619047619048,0.0,0.0,100.0,0.0,100.0,100.0,-1.0
1825,-0.8,True,66.66666666666667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,4.761904761904762,0.0
1825,-0.8,True,66.66666666666667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.1
1825,-0.8,True,66.66666666666667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,52.38095238095238,-0.2
1825,-0.8,True,66.66666666666667,0.0,0.0,0.0,0.0,95.23809523809524,0.0,0.0,100.0,100.0,100.0,100.0,-0.8
1825,-0.8,True,66.66666666666667,0.0,0.0,0.0,0.0,57.142857142857146,0.0,0.0,100.0,100.0,100.0,100.0,-1.0
1825,-0.8,False,23.80952380952381,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,4.761904761904762,0.0
1825,-0.8,False,23.80952380952381,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.1
1825,-0.8,False,23.80952380952381,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,61.904761904761905,-0.2
1825,-0.8,False,23.80952380952381,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,-0.8
1825,-0.8,False,23.80952380952381,0.0,0.0,0.0,0.0,90.47619047619048,0.0,0.0,100.0,100.0,100.0,100.0,-1.0
1825,-1.0,True,57.142857142857146,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,4.761904761904762,0.0
1825,-1.0,True,57.142857142857146,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.1
1825,-1.0,True,57.142857142857146,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,52.38095238095238,-0.2
1825,-1.0,True,57.142857142857146,0.0,0.0,0.0,0.0,95.23809523809524,0.0,0.0,100.0,100.0,100.0,100.0,-0.8
1825,-1.0,True,57.142857142857146,0.0,0.0,0.0,0.0,57.142857142857146,0.0,0.0,100.0,100.0,100.0,100.0,-1.0
1825,-1.0,False,4.761904761904762,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,4.761904761904762,0.0
1825,-1.0,False,4.761904761904762,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.1
1825,-1.0,False,4.761904761904762,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,61.904761904761905,-0.2
1825,-1.0,False,4.761904761904762,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,-0.8
1825,-1.0,False,4.761904761904762,0.0,0.0,0.0,0.0,90.47619047619048,0.0,0.0,100.0,100.0,100.0,100.0,-1.0
