Date,Open,High,Low,Close,Adj Close,Volume,Date_str,log_trend_open,log_trend_volume,stock_price_annot,var_percent_annot
1951-01-02,20.77,20.77,20.77,20.77,20.77,3030000,1951-01-02,3.033509637888021,14.924073177485552,mode_1,mode_3
1951-01-03,20.690001000000002,20.690001000000002,20.690001000000002,20.690001000000002,20.690001000000002,3370000,1951-01-03,3.0296505400899783,15.030423302328545,mode_1,mode_3
1951-01-04,20.870001000000002,20.870001000000002,20.870001000000002,20.870001000000002,20.870001000000002,3390000,1951-01-04,3.0383127690047766,15.036340479356634,mode_1,mode_1
1951-01-05,20.870001000000002,20.870001000000002,20.870001000000002,20.870001000000002,20.870001000000002,3390000,1951-01-05,3.0383127690047766,15.036340479356634,mode_1,mode_3
1951-01-08,20.879998999999998,21.0,20.879998999999998,21.0,21.0,3940000,1951-01-08,3.0387917151217163,15.186691281274117,mode_1,mode_1
1951-01-09,21.120001000000002,21.120001000000002,21.120001000000002,21.120001000000002,21.120001000000002,3800000,1951-01-09,3.0502205061865446,15.150511624696614,mode_1,mode_1
1951-01-10,20.85,20.85,20.85,20.85,20.85,3270000,1951-01-10,3.0373539482448106,15.000300542873436,mode_1,mode_3
1951-01-11,21.190001000000002,21.190001000000002,21.190001000000002,21.190001000000002,21.190001000000002,3490000,1951-01-11,3.0535294194722784,15.06541229417861,mode_1,mode_1
1951-01-12,21.110001,21.110001,21.110001,21.110001,21.110001,2950000,1951-01-12,3.0497469092311422,14.897315728316002,mode_1,mode_3
1951-01-15,21.1,21.299999,21.1,21.299999,21.299999,3900000,1951-01-15,3.0492730404820207,15.176487111099874,mode_1,mode_3
1951-01-16,21.459999,21.459999,21.459999,21.459999,21.459999,3740000,1951-01-16,3.0661906906042287,15.134596169390715,mode_1,mode_1
1951-01-17,21.549999,21.549999,21.549999,21.549999,21.549999,3880000,1951-01-17,3.0703757701460432,15.171345711599455,mode_1,mode_1
1951-01-18,21.4,21.4,21.4,21.4,21.4,3490000,1951-01-18,3.0633909220278057,15.06541229417861,mode_1,mode_3
1951-01-19,21.360001,21.360001,21.360001,21.360001,21.360001,3170000,1951-01-19,3.0615200609084723,14.969242145853464,mode_1,mode_3
1951-01-22,21.41,21.41,21.18,21.18,21.18,3710000,1951-01-22,3.0638581026015914,15.126542434583618,mode_1,mode_1
1951-01-23,21.26,21.26,21.26,21.26,21.26,2080000,1951-01-23,3.056827372913802,14.547878451677501,mode_1,mode_3
1951-01-24,21.16,21.16,21.16,21.16,21.16,1990000,1951-01-24,3.052112606990099,14.503645196700676,mode_1,mode_3
1951-01-25,21.030001000000002,21.030001000000002,21.030001000000002,21.030001000000002,21.030001000000002,2520000,1951-01-25,3.0459500372657247,14.739769459487606,mode_1,mode_3
1951-01-26,21.26,21.26,21.26,21.26,21.26,2230000,1951-01-26,3.056827372913802,14.6175121434363,mode_1,mode_1
1951-01-29,21.530001000000002,21.67,21.530001000000002,21.67,21.67,4020000,1951-01-29,3.069447357823089,15.206792460595203,mode_1,mode_1
1951-01-30,21.74,21.74,21.74,21.74,21.74,2480000,1951-01-30,3.0791538816930633,14.723769118141165,mode_1,mode_1
1951-01-31,21.66,21.66,21.66,21.66,21.66,2340000,1951-01-31,3.0754672415728446,14.665661487333884,mode_1,mode_3
1951-02-01,21.77,21.77,21.77,21.77,21.77,2380000,1951-02-01,3.080532875246456,14.682611045647658,mode_1,mode_1
1951-02-02,21.959999,21.959999,21.959999,21.959999,21.959999,3030000,1951-02-02,3.089222571103988,14.924073177485552,mode_1,mode_1
1951-02-05,22.08,22.200001,22.08,22.200001,22.200001,4070000,1951-02-05,3.0946722214088944,15.219153557418778,mode_1,mode_1
1951-02-06,22.120001000000002,22.120001000000002,22.120001000000002,22.120001000000002,22.120001000000002,2370000,1951-02-06,3.0964822218620895,14.678400513111313,mode_1,mode_1
1951-02-07,21.99,21.99,21.99,21.99,21.99,2020000,1951-02-07,3.09058780456667,14.518608069377388,mode_1,mode_3
1951-02-08,22.09,22.09,22.09,22.09,22.09,2120000,1951-02-08,3.095125017432026,14.566926646648195,mode_1,mode_1
1951-02-09,22.17,22.17,22.17,22.17,22.17,2550000,1951-02-09,3.09874002362822,14.75160391713461,mode_1,mode_1
1951-02-13,22.209999,22.209999,22.18,22.18,22.18,3460000,1951-02-13,3.1005425928815713,15.056779147033907,mode_1,mode_1
1951-02-14,22.120001000000002,22.120001000000002,22.120001000000002,22.120001000000002,22.120001000000002,2050000,1951-02-14,3.0964822218620895,14.53335035111459,mode_1,mode_3
1951-02-15,22.0,22.0,22.0,22.0,22.0,1700000,1951-02-15,3.091042453358316,14.346138809026444,mode_1,mode_3
1951-02-16,22.129998999999998,22.129998999999998,22.129998999999998,22.129998999999998,22.129998999999998,1860000,1951-02-16,3.0969341088754287,14.436087045689384,mode_1,mode_1
1951-02-19,22.15,22.15,21.83,21.83,21.83,2730000,1951-02-19,3.0978374964911444,14.819812167161142,mode_1,mode_1
1951-02-20,21.790001,21.790001,21.790001,21.790001,21.790001,2010000,1951-02-20,3.0814511948491385,14.51364528003526,mode_1,mode_3
1951-02-21,21.860001,21.860001,21.860001,21.860001,21.860001,1670000,1951-02-21,3.0846585284940455,14.328334184392938,mode_1,mode_1
1951-02-23,21.92,21.92,21.92,21.92,21.92,1540000,1951-02-23,3.087399462079815,14.247292974389811,mode_1,mode_1
1951-02-26,21.959999,21.959999,21.93,21.93,21.93,2330000,1951-02-26,3.089222571103988,14.661378825541883,mode_1,mode_1
1951-02-27,21.76,21.76,21.76,21.76,21.76,1680000,1951-02-27,3.080073421987742,14.334304351379442,mode_1,mode_3
1951-02-28,21.799999,21.799999,21.799999,21.799999,21.799999,1640000,1951-02-28,3.0819099239234826,14.310206799800381,mode_1,mode_1
1951-03-01,21.85,21.85,21.85,21.85,21.85,1610000,1951-03-01,3.084200921541599,14.291744736960645,mode_1,mode_1
1951-03-02,21.93,21.93,21.93,21.93,21.93,1570000,1951-03-02,3.0878555624297968,14.266586177324491,mode_1,mode_1
1951-03-05,21.940001000000002,21.940001000000002,21.790001,21.790001,21.790001,2310000,1951-03-05,3.0883115004259345,14.652758082497977,mode_1,mode_1
1951-03-06,21.790001,21.790001,21.790001,21.790001,21.790001,1490000,1951-03-06,3.0814511948491385,14.214286677921642,mode_1,mode_3
1951-03-07,21.860001,21.860001,21.860001,21.860001,21.860001,1770000,1951-03-07,3.0846585284940455,14.386490104550012,mode_1,mode_1
1951-03-08,21.950001,21.950001,21.950001,21.950001,21.950001,1440000,1951-03-08,3.088767185079266,14.180153671552183,mode_1,mode_1
1951-03-09,21.950001,21.950001,21.950001,21.950001,21.950001,1610000,1951-03-09,3.088767185079266,14.291744736960645,mode_1,mode_3
1951-03-12,21.91,21.91,21.700001,21.700001,21.700001,2110000,1951-03-12,3.086943153607375,14.56219850545225,mode_1,mode_3
1951-03-13,21.41,21.41,21.41,21.41,21.41,2330000,1951-03-13,3.0638581026015914,14.661378825541883,mode_1,mode_3
1951-03-14,21.25,21.25,21.25,21.25,21.25,2110000,1951-03-14,3.056356895370426,14.56219850545225,mode_1,mode_3
1951-03-15,21.290001,21.290001,21.290001,21.290001,21.290001,2070000,1951-03-15,3.0582375258757954,14.543059165241552,mode_1,mode_1
1951-03-16,21.639999,21.639999,21.639999,21.639999,21.639999,1660000,1951-03-16,3.0745434077675586,14.322328160332725,mode_1,mode_1
1951-03-19,21.67,21.67,21.559998999999998,21.559998999999998,21.559998999999998,1750000,1951-03-19,3.075928815548268,14.375126345899696,mode_1,mode_1
1951-03-20,21.52,21.52,21.52,21.52,21.52,1020000,1951-03-20,3.0689827352935835,13.835313185260453,mode_1,mode_3
1951-03-21,21.639999,21.639999,21.639999,21.639999,21.639999,1310000,1951-03-21,3.0745434077675586,14.085537695177335,mode_1,mode_1
1951-03-22,21.73,21.73,21.73,21.73,21.73,1290000,1951-03-22,3.078693794268338,14.070152776337855,mode_1,mode_1
1951-03-26,21.469998999999998,21.530001000000002,21.469998999999998,21.530001000000002,21.530001000000002,2130000,1951-03-26,3.06665656531407,14.571632537685607,mode_1,mode_3
1951-03-27,21.51,21.51,21.51,21.51,21.51,1250000,1951-03-27,3.068517943279639,14.038654109278484,mode_1,mode_1
1951-03-28,21.26,21.26,21.26,21.26,21.26,1770000,1951-03-28,3.056827372913802,14.386490104550012,mode_1,mode_3
1951-03-29,21.33,21.33,21.33,21.33,21.33,1300000,1951-03-29,3.0601145324832593,14.077874822431765,mode_1,mode_1
1951-03-30,21.48,21.48,21.48,21.48,21.48,1150000,1951-03-30,3.067122269640664,13.955272500339433,mode_1,mode_1
1951-04-02,21.4,21.4,21.32,21.32,21.32,1760000,1951-04-02,3.0633909220278057,14.380824367014334,mode_1,mode_3
1951-04-03,21.26,21.26,21.26,21.26,21.26,1220000,1951-04-03,3.056827372913802,14.01436141670944,mode_1,mode_3
1951-04-04,21.4,21.4,21.4,21.4,21.4,1300000,1951-04-04,3.0633909220278057,14.077874822431765,mode_1,mode_1
1951-04-05,21.690001000000002,21.690001000000002,21.690001000000002,21.690001000000002,21.690001000000002,1790000,1951-04-05,3.0768513709429777,14.397726177816939,mode_1,mode_1
1951-04-06,21.719998999999998,21.719998999999998,21.719998999999998,21.719998999999998,21.719998999999998,1450000,1951-04-06,3.078233449025218,14.187074114396758,mode_1,mode_1
1951-04-09,21.68,21.68,21.68,21.68,21.68,1550000,1951-04-09,3.0763901765714454,14.253765488895429,mode_1,mode_3
1951-04-10,21.65,21.65,21.65,21.65,21.65,1280000,1951-04-10,3.075005454448499,14.0623706358958,mode_1,mode_3
1951-04-11,21.639999,21.639999,21.639999,21.639999,21.639999,1420000,1951-04-11,3.0745434077675586,14.166167429577444,mode_1,mode_3
1951-04-12,21.83,21.83,21.83,21.83,21.83,1530000,1951-04-12,3.0832851705618523,14.240778293368619,mode_1,mode_1
1951-04-13,22.09,22.09,22.09,22.09,22.09,2120000,1951-04-13,3.095125017432026,14.566926646648195,mode_1,mode_1
1951-04-16,22.200001,22.200001,22.040001,22.040001,22.040001,2680000,1951-04-16,3.100092333923278,14.80132735248704,mode_1,mode_1
1951-04-17,22.09,22.09,22.09,22.09,22.09,1470000,1951-04-17,3.095125017432026,14.20077295875492,mode_1,mode_3
1951-04-18,22.129998999999998,22.129998999999998,22.129998999999998,22.129998999999998,22.129998999999998,1780000,1951-04-18,3.0969341088754287,14.392123922268269,mode_1,mode_1
1951-04-19,22.040001,22.040001,22.040001,22.040001,22.040001,1520000,1951-04-19,3.0928590296567635,14.234220892822458,mode_1,mode_3
1951-04-20,22.040001,22.040001,22.040001,22.040001,22.040001,940000,1951-04-20,3.0928590296567635,13.753635154246187,mode_1,mode_3
1951-04-23,22.049999,22.049999,22.049999,22.049999,22.049999,5060000,1951-04-23,3.09331255654138,15.436877041263648,mode_1,mode_1
1951-04-24,21.959999,21.959999,21.959999,21.959999,21.959999,1420000,1951-04-24,3.089222571103988,14.166167429577444,mode_1,mode_3
1951-04-25,21.969998999999998,21.969998999999998,21.969998999999998,21.969998999999998,21.969998999999998,1520000,1951-04-25,3.089677840879904,14.234220892822458,mode_1,mode_1
1951-04-26,22.16,22.16,22.16,22.16,22.16,1800000,1951-04-26,3.098288861879083,14.403297222866392,mode_1,mode_1
1951-04-27,22.389999,22.389999,22.389999,22.389999,22.389999,2120000,1951-04-27,3.1086143859478668,14.566926646648195,mode_1,mode_1
1951-04-30,22.43,22.43,22.43,22.43,22.43,2540000,1951-04-30,3.110399348532117,14.74767463899472,mode_1,mode_1
1951-05-01,22.530001000000002,22.530001000000002,22.530001000000002,22.530001000000002,22.530001000000002,1760000,1951-05-01,3.114847798829416,14.380824367014334,mode_1,mode_1
1951-05-02,22.620001000000002,22.620001000000002,22.620001000000002,22.620001000000002,22.620001000000002,1900000,1951-05-02,3.1188345148966383,14.457364444136669,mode_1,mode_1
1951-05-03,22.809998999999998,22.809998999999998,22.809998999999998,22.809998999999998,22.809998999999998,2060000,1951-05-03,3.1271989924558747,14.538216540765763,mode_1,mode_1
1951-05-04,22.77,22.77,22.77,22.77,22.77,2050000,1951-05-04,3.125443880075648,14.53335035111459,mode_1,mode_3
1951-05-07,22.690001000000002,22.690001000000002,22.629998999999998,22.629998999999998,22.629998999999998,2170000,1951-05-07,3.121924342864028,14.590237725516642,mode_1,mode_3
1951-05-08,22.610001,22.610001,22.610001,22.610001,22.610001,1600000,1951-05-08,3.118392330518095,14.28551418721001,mode_1,mode_3
1951-05-09,22.639999,22.639999,22.639999,22.639999,22.639999,1960000,1951-05-09,3.1197182091653697,14.4884550312067,mode_1,mode_1
1951-05-10,22.51,22.51,22.51,22.51,22.51,1660000,1951-05-10,3.113959654918641,14.322328160332725,mode_1,mode_3
1951-05-11,22.33,22.33,22.33,22.33,22.33,1640000,1951-05-11,3.1059310658520665,14.310206799800381,mode_1,mode_3
1951-05-14,22.219998999999998,22.219998999999998,22.18,22.18,22.18,1900000,1951-05-14,3.1009927392069825,14.457364444136669,mode_1,mode_3
1951-05-15,21.76,21.76,21.76,21.76,21.76,2020000,1951-05-15,3.080073421987742,14.518608069377388,mode_1,mode_3
1951-05-16,21.690001000000002,21.690001000000002,21.690001000000002,21.690001000000002,21.690001000000002,1660000,1951-05-16,3.0768513709429777,14.322328160332725,mode_1,mode_3
1951-05-17,21.91,21.91,21.91,21.91,21.91,1370000,1951-05-17,3.086943153607375,14.130321297804308,mode_1,mode_1
1951-05-18,21.51,21.51,21.51,21.51,21.51,1660000,1951-05-18,3.068517943279639,14.322328160332725,mode_1,mode_3
1951-05-21,21.549999,21.549999,21.459999,21.459999,21.459999,2190000,1951-05-21,3.0703757701460432,14.599412101792684,mode_1,mode_1
1951-05-22,21.360001,21.360001,21.360001,21.360001,21.360001,1440000,1951-05-22,3.0615200609084723,14.180153671552183,mode_1,mode_3
1951-05-23,21.16,21.16,21.16,21.16,21.16,1540000,1951-05-23,3.052112606990099,14.247292974389811,mode_1,mode_3
1951-05-24,21.049999,21.049999,21.049999,21.049999,21.049999,2580000,1951-05-24,3.046900512622451,14.7632999568978,mode_1,mode_3
1951-05-25,21.030001000000002,21.030001000000002,21.030001000000002,21.030001000000002,21.030001000000002,1210000,1951-05-25,3.0459500372657247,14.006130917572923,mode_1,mode_3
1951-05-28,21.08,21.209999,21.08,21.209999,21.209999,1660000,1951-05-28,3.0483247236731614,14.322328160332725,mode_1,mode_1
1951-05-29,21.35,21.35,21.35,21.35,21.35,1190000,1951-05-29,3.0610517396746335,13.989463865087712,mode_1,mode_1
1951-05-31,21.52,21.52,21.52,21.52,21.52,1220000,1951-05-31,3.0689827352935835,14.01436141670944,mode_1,mode_1
1951-06-01,21.48,21.48,21.48,21.48,21.48,9810000,1951-06-01,3.067122269640664,16.098912831541547,mode_1,mode_3
1951-06-04,21.24,21.24,21.24,21.24,21.24,1100000,1951-06-04,3.055886196373738,13.9108207377686,mode_1,mode_3
1951-06-05,21.33,21.33,21.33,21.33,21.33,1180000,1951-06-05,3.0601145324832593,13.981024996441848,mode_1,mode_1
1951-06-06,21.48,21.48,21.48,21.48,21.48,1200000,1951-06-06,3.067122269640664,13.997832114758229,mode_1,mode_1
