frequency,left_tail_multiplier,log_scale,perc_c_1,perc_c_2,perc_c_3,perc_c_4,perc_c_5,perc_p_1,perc_p_2,perc_p_3,perc_p_4,perc_p_5,perc_s_1,perc_s_2,perc_s_3,perc_s_4,perc_s_5,perc_s_6,right_tail_multiplier
1825,0.0,False,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,100.0,100.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.0,False,100.0,85.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0.0,86.36363636363636,100.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.1,True,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,100.0,0,100.0,0.0,100.0,0.0
1825,0.1,True,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,100.0,0,85.0,0.0,100.0,0.1
1825,0.1,True,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,100.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.1,True,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,100.0,100.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.1,True,100.0,85.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0.0,86.36363636363636,100.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.1,False,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,100.0,0,100.0,0.0,100.0,0.0
1825,0.1,False,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,100.0,0,85.0,0.0,100.0,0.1
1825,0.1,False,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,100.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.1,False,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,100.0,100.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.1,False,100.0,85.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0.0,86.36363636363636,100.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.3,True,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,35.0,0,100.0,0.0,100.0,0.0
1825,0.3,True,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,35.0,0,85.0,0.0,100.0,0.1
1825,0.3,True,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,35.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.3,True,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,100.0,35.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.3,True,100.0,85.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0.0,86.36363636363636,35.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.3,False,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,35.0,0,100.0,0.0,100.0,0.0
1825,0.3,False,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,35.0,0,85.0,0.0,100.0,0.1
1825,0.3,False,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,35.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.3,False,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,100.0,35.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.3,False,100.0,85.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0.0,86.36363636363636,35.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.6,True,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,100.0,0.0,100.0,0.0
1825,0.6,True,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,85.0,0.0,100.0,0.1
1825,0.6,True,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.6,True,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,100.0,0.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.6,True,100.0,85.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0.0,86.36363636363636,0.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.6,False,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,100.0,0.0,100.0,0.0
1825,0.6,False,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,85.0,0.0,100.0,0.1
1825,0.6,False,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.6,False,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,100.0,0.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.6,False,100.0,85.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0.0,86.36363636363636,0.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.9,True,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,100.0,0.0,100.0,0.0
1825,0.9,True,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,85.0,0.0,100.0,0.1
1825,0.9,True,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.9,True,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.9,True,100.0,85.0,100.0,100.0,100.0,0.0,100.0,52.38095238095238,0,76.19047619047619,63.63636363636363,0.0,0,0.0,0.0,13.636363636363637,0.9
1825,0.9,False,100.0,0.0,21.73913043478261,100.0,78.26086956521739,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,100.0,0.0,100.0,0.0
1825,0.9,False,100.0,0.0,43.47826086956522,100.0,78.26086956521739,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,85.0,0.0,100.0,0.1
1825,0.9,False,100.0,0.0,60.869565217391305,100.0,82.6086956521739,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,40.0,0.0,90.9090909090909,0.3
1825,0.9,False,100.0,35.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,52.38095238095238,0,76.19047619047619,77.27272727272727,0.0,0,5.0,0.0,40.90909090909091,0.6
1825,0.9,False,100.0,85.0,100.0,100.0,100.0,0.0,100.0,52.38095238095238,0,76.19047619047619,63.63636363636363,0.0,0,0.0,0.0,13.636363636363637,0.9
3650,0.0,True,76.19047619047619,0.0,0.0,95.0,56.52173913043478,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,65.0,0.0,0.0,0.0
