frequency,left_tail_multiplier,log_scale,perc_c_1,perc_c_2,perc_c_3,perc_c_4,perc_c_5,perc_p_1,perc_p_2,perc_p_3,perc_p_4,perc_p_5,perc_s_1,perc_s_2,perc_s_3,perc_s_4,perc_s_5,perc_s_6,right_tail_multiplier
3650,0.0,True,95.23809523809524,0.0,0.0,100.0,56.52173913043478,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,45.0,0.0,0.0,0.1
3650,0.0,True,100.0,10.0,8.695652173913043,100.0,73.91304347826087,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,20.0,0.0,0.0,0.3
3650,0.0,True,100.0,85.0,47.82608695652174,100.0,82.6086956521739,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,0.0,0.0,0.0,0.6
3650,0.0,True,100.0,100.0,86.95652173913044,100.0,91.30434782608695,0.0,28.571428571428573,0.0,0,0.0,77.27272727272727,100.0,0,0.0,0.0,0.0,0.9
3650,0.0,False,76.19047619047619,0.0,0.0,95.0,56.52173913043478,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,65.0,0.0,0.0,0.0
3650,0.0,False,95.23809523809524,0.0,0.0,100.0,56.52173913043478,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,45.0,0.0,0.0,0.1
3650,0.0,False,100.0,10.0,8.695652173913043,100.0,73.91304347826087,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,20.0,0.0,0.0,0.3
3650,0.0,False,100.0,85.0,47.82608695652174,100.0,82.6086956521739,0.0,28.571428571428573,0.0,0,0.0,100.0,100.0,0,0.0,0.0,0.0,0.6
3650,0.0,False,100.0,100.0,86.95652173913044,100.0,91.30434782608695,0.0,28.571428571428573,0.0,0,0.0,77.27272727272727,100.0,0,0.0,0.0,0.0,0.9
3650,0.1,True,76.19047619047619,0.0,0.0,95.0,56.52173913043478,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,65.0,0.0,0.0,0.0
3650,0.1,True,95.23809523809524,0.0,0.0,100.0,56.52173913043478,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,45.0,0.0,0.0,0.1
3650,0.1,True,100.0,10.0,8.695652173913043,100.0,73.91304347826087,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,20.0,0.0,0.0,0.3
3650,0.1,True,100.0,85.0,47.82608695652174,100.0,82.6086956521739,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,0.0,0.0,0.0,0.6
3650,0.1,True,100.0,100.0,86.95652173913044,100.0,91.30434782608695,0.0,47.61904761904762,0.0,0,0.0,77.27272727272727,75.0,0,0.0,0.0,0.0,0.9
3650,0.1,False,76.19047619047619,0.0,0.0,95.0,56.52173913043478,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,65.0,0.0,0.0,0.0
3650,0.1,False,95.23809523809524,0.0,0.0,100.0,56.52173913043478,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,45.0,0.0,0.0,0.1
3650,0.1,False,100.0,10.0,8.695652173913043,100.0,73.91304347826087,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,20.0,0.0,0.0,0.3
3650,0.1,False,100.0,85.0,47.82608695652174,100.0,82.6086956521739,0.0,47.61904761904762,0.0,0,0.0,100.0,75.0,0,0.0,0.0,0.0,0.6
3650,0.1,False,100.0,100.0,86.95652173913044,100.0,91.30434782608695,0.0,47.61904761904762,0.0,0,0.0,77.27272727272727,75.0,0,0.0,0.0,0.0,0.9
3650,0.3,True,76.19047619047619,0.0,0.0,95.0,56.52173913043478,0.0,100.0,0.0,0,0.0,100.0,0.0,0,65.0,0.0,0.0,0.0
3650,0.3,True,95.23809523809524,0.0,0.0,100.0,56.52173913043478,0.0,100.0,0.0,0,0.0,100.0,0.0,0,45.0,0.0,0.0,0.1
3650,0.3,True,100.0,10.0,8.695652173913043,100.0,73.91304347826087,0.0,100.0,0.0,0,0.0,100.0,0.0,0,20.0,0.0,0.0,0.3
3650,0.3,True,100.0,85.0,47.82608695652174,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,0.0,0.0,0.0,0.6
3650,0.3,True,100.0,100.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,77.27272727272727,0.0,0,0.0,0.0,0.0,0.9
3650,0.3,False,76.19047619047619,0.0,0.0,95.0,56.52173913043478,0.0,100.0,0.0,0,0.0,100.0,0.0,0,65.0,0.0,0.0,0.0
3650,0.3,False,95.23809523809524,0.0,0.0,100.0,56.52173913043478,0.0,100.0,0.0,0,0.0,100.0,0.0,0,45.0,0.0,0.0,0.1
3650,0.3,False,100.0,10.0,8.695652173913043,100.0,73.91304347826087,0.0,100.0,0.0,0,0.0,100.0,0.0,0,20.0,0.0,0.0,0.3
3650,0.3,False,100.0,85.0,47.82608695652174,100.0,82.6086956521739,0.0,100.0,0.0,0,0.0,100.0,0.0,0,0.0,0.0,0.0,0.6
3650,0.3,False,100.0,100.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0,0.0,0,0.0,77.27272727272727,0.0,0,0.0,0.0,0.0,0.9
3650,0.6,True,76.19047619047619,0.0,0.0,95.0,56.52173913043478,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,65.0,0.0,0.0,0.0
3650,0.6,True,95.23809523809524,0.0,0.0,100.0,56.52173913043478,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,45.0,0.0,0.0,0.1
3650,0.6,True,100.0,10.0,8.695652173913043,100.0,73.91304347826087,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,20.0,0.0,0.0,0.3
3650,0.6,True,100.0,85.0,47.82608695652174,100.0,82.6086956521739,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,0.0,0.0,0.0,0.6
3650,0.6,True,100.0,100.0,86.95652173913044,100.0,91.30434782608695,75.0,100.0,38.095238095238095,0,0.0,77.27272727272727,0.0,0,0.0,0.0,0.0,0.9
3650,0.6,False,76.19047619047619,0.0,0.0,95.0,56.52173913043478,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,65.0,0.0,0.0,0.0
3650,0.6,False,95.23809523809524,0.0,0.0,100.0,56.52173913043478,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,45.0,0.0,0.0,0.1
3650,0.6,False,100.0,10.0,8.695652173913043,100.0,73.91304347826087,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,20.0,0.0,0.0,0.3
3650,0.6,False,100.0,85.0,47.82608695652174,100.0,82.6086956521739,75.0,100.0,38.095238095238095,0,0.0,100.0,0.0,0,0.0,0.0,0.0,0.6
3650,0.6,False,100.0,100.0,86.95652173913044,100.0,91.30434782608695,75.0,100.0,38.095238095238095,0,0.0,77.27272727272727,0.0,0,0.0,0.0,0.0,0.9
3650,0.9,True,76.19047619047619,0.0,0.0,95.0,56.52173913043478,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,65.0,0.0,0.0,0.0
3650,0.9,True,95.23809523809524,0.0,0.0,100.0,56.52173913043478,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,45.0,0.0,0.0,0.1
3650,0.9,True,100.0,10.0,8.695652173913043,100.0,73.91304347826087,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,20.0,0.0,0.0,0.3
3650,0.9,True,100.0,85.0,47.82608695652174,100.0,82.6086956521739,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,0.0,0.0,0.0,0.6
3650,0.9,True,100.0,100.0,86.95652173913044,100.0,91.30434782608695,100.0,100.0,100.0,0,76.19047619047619,50.0,0.0,0,0.0,0.0,0.0,0.9
3650,0.9,False,76.19047619047619,0.0,0.0,95.0,56.52173913043478,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,65.0,0.0,0.0,0.0
3650,0.9,False,95.23809523809524,0.0,0.0,100.0,56.52173913043478,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,45.0,0.0,0.0,0.1
3650,0.9,False,100.0,10.0,8.695652173913043,100.0,73.91304347826087,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,20.0,0.0,0.0,0.3
3650,0.9,False,100.0,85.0,47.82608695652174,100.0,82.6086956521739,100.0,100.0,100.0,0,76.19047619047619,72.72727272727273,0.0,0,0.0,0.0,0.0,0.6
3650,0.9,False,100.0,100.0,86.95652173913044,100.0,91.30434782608695,100.0,100.0,100.0,0,76.19047619047619,50.0,0.0,0,0.0,0.0,0.0,0.9
