Date,Date_str,Open,residuals,label
1952-06-18,1952-06-18,24.43,1.0090388699292852,standard
1952-06-19,1952-06-19,24.51,1.0098624242421597,standard
1952-06-20,1952-06-20,24.59,1.0102980663049754,standard
1952-06-23,1952-06-23,24.559999,1.009522845162498,standard
1952-06-24,1952-06-24,24.6,1.0093475670683438,standard
1952-06-25,1952-06-25,24.66,1.010253721194505,standard
1952-06-26,1952-06-26,24.75,1.0113796519734426,standard
1952-06-27,1952-06-27,24.83,1.0119521089704961,standard
1952-06-30,1952-06-30,24.959999,1.012793397534402,pre_crisis
1952-07-01,1952-07-01,25.120001,1.0145593008638445,pre_crisis
1952-07-02,1952-07-02,25.059999,1.0134956516813605,pre_crisis
1952-07-03,1952-07-03,25.049999,1.0131557707022676,pre_crisis
1952-07-07,1952-07-07,24.969999,1.0116246167335001,pre_crisis
1952-07-08,1952-07-08,24.959999,1.0111691638102989,pre_crisis
1952-07-09,1952-07-09,24.860001,1.0097082769190056,pre_crisis
1952-07-10,1952-07-10,24.809999,1.0087360409186719,pre_crisis
1952-07-11,1952-07-11,24.98,1.011697676829503,pre_crisis
1952-07-14,1952-07-14,25.030001,1.012718544531953,pre_crisis
1952-07-15,1952-07-15,25.16,1.0139051958320249,pre_crisis
1952-07-16,1952-07-16,25.16,1.0134979839192024,pre_crisis
1952-07-17,1952-07-17,25.049999,1.0118130595268542,pre_crisis
1952-07-18,1952-07-18,24.85,1.0087305746240756,pre_crisis
1952-07-21,1952-07-21,24.950001,1.009937397858382,pre_crisis
1952-07-22,1952-07-22,25.0,1.0108072056161148,pre_crisis
1952-07-23,1952-07-23,25.110001,1.0123001247095,pre_crisis
1952-07-24,1952-07-24,25.24,1.013543945158798,pre_crisis
1952-07-25,1952-07-25,25.16,1.0125635068465486,pre_crisis
1952-07-28,1952-07-28,25.200001,1.013384731103058,pre_crisis
1952-07-29,1952-07-29,25.26,1.0141280466385267,pre_crisis
1952-07-30,1952-07-30,25.370001,1.0147365070601093,pre_crisis
1952-07-31,1952-07-31,25.4,1.0151043518367395,pre_crisis
1952-08-01,1952-08-01,25.450001,1.0149278503276524,pre_crisis
1952-08-04,1952-08-04,25.43,1.0148511654431902,pre_crisis
1952-08-05,1952-08-05,25.459999,1.0149462236073468,pre_crisis
1952-08-06,1952-08-06,25.440001,1.014390663941584,pre_crisis
1952-08-07,1952-08-07,25.52,1.0145416355572743,pre_crisis
1952-08-08,1952-08-08,25.549999,1.0155852513676726,pre_crisis
1952-08-11,1952-08-11,25.52,1.015068036815356,pre_crisis
1952-08-12,1952-08-12,25.309999,1.0123514887071774,pre_crisis
1952-08-13,1952-08-13,25.280001,1.0119026649156744,pre_crisis
1952-08-14,1952-08-14,25.280001,1.0117444916167464,pre_crisis
1952-08-15,1952-08-15,25.200001,1.010484909842832,pre_crisis
1952-08-18,1952-08-18,24.940001,1.0072638521276625,pre_crisis
1952-08-19,1952-08-19,24.889999,1.006722392935986,pre_crisis
1952-08-20,1952-08-20,24.950001,1.0075273473610484,pre_crisis
1952-08-21,1952-08-21,24.98,1.0084431495846542,pre_crisis
1952-08-22,1952-08-22,24.99,1.0082342802930153,pre_crisis
1952-08-25,1952-08-25,24.870001,1.006600978921856,pre_crisis
1952-08-26,1952-08-26,24.83,1.0058347562619696,pre_crisis
1952-08-27,1952-08-27,24.940001,1.0067630258690263,pre_crisis
1952-08-28,1952-08-28,24.969999,1.0072588175364767,pre_crisis
1952-08-29,1952-08-29,25.030001,1.0079841631007016,pre_crisis
1952-09-02,1952-09-02,25.15,1.009343025015679,pre_crisis
1952-09-03,1952-09-03,25.25,1.0106185452240235,pre_crisis
1952-09-04,1952-09-04,25.24,1.010184237025884,pre_crisis
1952-09-05,1952-09-05,25.209999,1.0098318485434128,pre_crisis
1952-09-08,1952-09-08,25.110001,1.0085314090139295,pre_crisis
1952-09-09,1952-09-09,24.860001,1.0056905448964095,pre_crisis
1952-09-10,1952-09-10,24.690001,1.0038454923151894,pre_crisis
1952-09-11,1952-09-11,24.719999,1.0041212662032275,pre_crisis
1952-09-12,1952-09-12,24.709999,1.0037552876535514,pre_crisis
1952-09-15,1952-09-15,24.450001,1.0003429296577335,pre_crisis
1952-09-16,1952-09-16,24.530001,1.00127163156088,pre_crisis
1952-09-17,1952-09-17,24.58,1.0015233785704285,pre_crisis
1952-09-18,1952-09-18,24.51,0.999976382730359,pre_crisis
1952-09-19,1952-09-19,24.57,1.0007207931091155,pre_crisis
1952-09-22,1952-09-22,24.59,1.0013942558728777,pre_crisis
1952-09-23,1952-09-23,24.700001,1.0024487666772637,pre_crisis
1952-09-24,1952-09-24,24.790001,1.0031873279886936,pre_crisis
1952-09-25,1952-09-25,24.809999,1.0029724705235874,pre_crisis
1952-09-26,1952-09-26,24.73,1.001793858964572,pre_crisis
1952-09-29,1952-09-29,24.68,1.0012455790270625,pre_crisis
1952-09-30,1952-09-30,24.540001,0.9997940238787283,pre_crisis
1952-10-01,1952-10-01,24.48,0.9989810491206746,pre_crisis
1952-10-02,1952-10-02,24.52,0.9990457825032526,pre_crisis
1952-10-03,1952-10-03,24.5,0.9986392545996468,pre_crisis
1952-10-06,1952-10-06,24.440001,0.9973649732134888,pre_crisis
1952-10-07,1952-10-07,24.4,0.9972071776120087,pre_crisis
1952-10-08,1952-10-08,24.58,0.9988315475363972,pre_crisis
1952-10-09,1952-10-09,24.57,0.9986713003585316,pre_crisis
1952-10-10,1952-10-10,24.549999,0.9984377743330417,pre_crisis
1952-10-14,1952-10-14,24.48,0.9976585632259297,pre_crisis
1952-10-15,1952-10-15,24.059999,0.9922128311346634,pre_crisis
1952-10-16,1952-10-16,23.91,0.9899623592197745,pre_crisis
1952-10-17,1952-10-17,24.200001,0.9932420650640394,pre_crisis
1952-10-20,1952-10-20,24.129999,0.9920233363331584,pre_crisis
1952-10-21,1952-10-21,24.07,0.9910251103757599,pre_crisis
1952-10-22,1952-10-22,23.799999,0.9887421667476328,pre_crisis
1952-10-23,1952-10-23,23.870001,0.9894733100851973,pre_crisis
1952-10-24,1952-10-24,24.030001,0.9919515729586348,pre_crisis
1952-10-27,1952-10-27,24.09,0.99296619962428,pre_crisis
1952-10-28,1952-10-28,24.129999,0.9941703880831151,pre_crisis
1952-10-29,1952-10-29,24.15,0.9951630738078164,pre_crisis
1952-10-30,1952-10-30,24.15,0.9943828655153711,pre_crisis
1952-10-31,1952-10-31,24.52,0.9985571937482152,pre_crisis
1952-11-03,1952-11-03,24.6,0.9989634077504915,pre_crisis
1952-11-05,1952-11-05,24.67,0.9999511916120395,pre_crisis
1952-11-06,1952-11-06,24.77,1.0012228426514964,pre_crisis
1952-11-07,1952-11-07,24.780001,1.0014265515992002,pre_crisis
1952-11-10,1952-11-10,24.77,1.0008981709778162,pre_crisis
1952-11-12,1952-11-12,24.65,0.99935501974947,pre_crisis
1952-11-13,1952-11-13,24.709999,1.000354037081155,pre_crisis
