residual,gradient_2,gradient_4,gradient_8,gradient_16,gradient_32,Open,Date,label
1.6207275619330324,-1.8622043650217444,-1.4432044862021716,-1.5698655545303046,-1.3905233928702274,0.8130200772671744,46.009998,1956-11-14,pre_crisis
1.5493683975394779,-2.0026558834826558,-1.5452833292091892,-1.6405964800059287,-1.4416036496226319,0.7663947981046008,45.720001,1956-11-15,pre_crisis
1.5486499849355129,-2.004069887443687,-1.5463110139927436,-1.6413085677774666,-1.44211790312569,0.7659253953516615,45.740002,1956-11-16,pre_crisis
1.4411227097309849,-2.215708703660043,-1.7001281156622636,-1.747889183648234,-1.5190879863940676,0.6956682774802696,45.290001,1956-11-19,pre_crisis
1.345194230500958,-2.4045183777363306,-1.8373532114778237,-1.8429731181795896,-1.587755429329821,0.632989683052318,44.889999,1956-11-20,pre_crisis
1.2691523210338338,-2.5541866332728183,-1.9461306923300175,-1.9183455623113645,-1.642187684703521,0.5833047506811079,44.669998,1956-11-21,pre_crisis
1.3561103477106333,-2.3830329070077148,-1.8217377733716946,-1.832153105369708,-1.5799414635337206,0.6401221518332788,45.139999,1956-11-23,pre_crisis
1.263356809490947,-2.5655935549117395,-1.9544211357223888,-1.9240900507525727,-1.6463362228785128,0.5795180283186272,44.869999,1956-11-26,pre_crisis
1.2795140024611087,-2.5337924217845393,-1.9313083711790837,-1.9080751040869273,-1.6347705946606388,0.5900749573286508,44.91,1956-11-27,pre_crisis
1.1573649519566118,-2.7742103101905413,-2.1060418319177443,-2.0291487666161396,-1.7222072247677547,0.5102641351642326,44.43,1956-11-28,pre_crisis
1.1601497246353096,-2.768729226511724,-2.102058231836453,-2.026388510796478,-1.7202138311422288,0.512083674457497,44.380001,1956-11-29,pre_crisis
1.3112823384761838,-2.4712649094430867,-1.8858639631309153,-1.876586453312174,-1.6120302112209295,0.610832032440465,45.080002,1956-11-30,pre_crisis
1.4936658983677469,-0.27296262449154424,-2.39396505669283,-2.213061411418004,-1.658946697409731,0.5435356319076168,45.98,1956-12-03,pre_crisis
1.4586236533124641,-0.34193395522560144,-2.444092771360054,-2.247795148066518,-1.6840306076519058,0.5206394212797154,45.84,1956-12-04,pre_crisis
1.5927435745036016,-0.07795459465934372,-2.2522350541945726,-2.114856005194159,-1.588024999006153,0.6082718763391803,46.389999,1956-12-05,pre_crisis
1.6862324337296,0.10605333689451653,-2.118499819695417,-2.0221902124972857,-1.5211038828000232,0.6693564503675785,46.810001,1956-12-06,pre_crisis
1.750823086116523,0.23318284132777828,-2.026103291222038,-1.9581682097282336,-1.4748686565923108,0.7115592595572144,47.040001,1956-12-07,pre_crisis
1.6785109268399103,0.09085560613799931,-2.1295453875109702,-2.0298437400156586,-1.5266310853365543,0.6643113042066457,46.799999,1956-12-10,pre_crisis
1.5889797076874066,-0.08536276450146381,-2.257619242379719,-2.1185867353048455,-1.5907192469697748,0.6058126078972466,46.48,1956-12-11,pre_crisis
1.5069473316604869,-0.24682165872834205,-2.374966048569352,-2.199896906530344,-1.6494395930539187,0.5522135717379917,46.130001,1956-12-12,pre_crisis
1.6031704444232837,-0.05743207697770382,-2.2373194813087167,-2.1045209323902556,-1.5805612457917249,0.6150846764178896,46.5,1956-12-13,pre_crisis
1.6074297213557465,-0.04904882420570312,-2.2312266120184545,-2.1002991537042197,-1.5775123737773347,0.6178676402837714,46.540001,1956-12-14,pre_crisis
1.5955771834680352,-0.07237738975284808,-2.2481815941087953,-2.1120473430385167,-1.5859966474318419,0.6101233247148319,46.540001,1956-12-17,pre_crisis
1.5856622327867251,-0.09189233069266729,-2.2623648696925436,-2.121875003489619,-1.5930939590496682,0.6036450069356372,46.540001,1956-12-18,pre_crisis
1.542886632023016,-0.17608471342863036,-2.323555101837189,-2.1642740121594324,-1.623713553439789,0.5756959082612857,46.43,1956-12-19,pre_crisis
1.4782248625321468,-0.3033541929488015,-2.416053362887603,-2.2283665059245887,-1.6699996866327491,0.5334466319520738,46.07,1956-12-20,pre_crisis
1.5485943189992566,-0.1648506510692207,-2.315390290943839,-2.1586165750862043,-1.6196278817718757,0.579425247035099,46.369999,1956-12-21,pre_crisis
1.5445327508562523,-0.17284476672157462,-2.321200339034445,-2.162642385591112,-1.6225352300476745,0.5767714638789373,46.389999,1956-12-26,pre_crisis
1.5064854046654057,-0.247730839047767,-2.375626832276845,-2.200354766766544,-1.6497702492451751,0.5519117538105899,46.349998,1956-12-27,pre_crisis
1.5420933262545753,-0.1776461246464914,-2.324689920828995,-2.165060333743546,-1.624281416904552,0.5751775711530926,46.560001,1956-12-28,pre_crisis
1.540995703527313,-0.17980650278504398,-2.3262600633469095,-2.1661482931105334,-1.6250671162776085,0.5744603967507755,46.669998,1956-12-31,pre_crisis
1.4149873990376272,-0.7001097726581644,-1.6363302680093381,-1.9249171455282654,-1.5984365897026376,0.21769432450201337,46.200001,1957-01-02,pre_crisis
1.4929224134371677,-0.5467154440289862,-1.5248447122681763,-1.847668263169807,-1.5426492135560295,0.26861619044311713,46.599998,1957-01-03,pre_crisis
1.4887733973436954,-0.5548816776921646,-1.530779854110692,-1.8517807517422076,-1.5456191587498322,0.2659052697750828,46.66,1957-01-04,pre_crisis
1.437947464560163,-0.6549189959162007,-1.603486036384374,-1.9021592181170999,-1.5820013350032551,0.23269617428090345,46.419998,1957-01-07,pre_crisis
1.4067497956683628,-0.7163233019437792,-1.6481141086446855,-1.9330822258646296,-1.604333223985038,0.2123119666789277,46.25,1957-01-08,pre_crisis
1.3901605346912433,-0.7489748459210963,-1.6718449437977771,-1.9495254366538846,-1.6162081347585229,0.20147272927007653,46.16,1957-01-09,pre_crisis
1.3882765674266246,-0.7526829339472819,-1.674539947309516,-1.9513928176598803,-1.6175567146137901,0.20024176615002728,46.27,1957-01-10,pre_crisis
1.3688465395906109,-0.7909257712408252,-1.7023344818721093,-1.970651785481854,-1.63146510071955,0.18754640347741525,46.18,1957-01-11,pre_crisis
1.279739279406235,-0.966309691514386,-1.829801866060929,-2.058974554295097,-1.6952497844024819,0.1293247172116514,45.860001,1957-01-14,pre_crisis
1.1147324962690948,-1.29108161737588,-2.065843048074413,-2.2225286342823303,-1.813364800464732,0.02151113232917043,45.18,1957-01-15,pre_crisis
1.0807709747087757,-1.3579258316113905,-2.1144247944709327,-2.256191162017012,-1.8376751081280336,-0.0006789456656142159,45.23,1957-01-16,pre_crisis
1.0684807135032297,-1.382115938982604,-2.132005937058268,-2.268373220997007,-1.8464727125180045,-0.008709264750198212,45.220001,1957-01-17,pre_crisis
0.9028144046882279,-1.7081859655674854,-2.3689905664719793,-2.4325810202642586,-1.9650598296936332,-0.11695377632733017,44.639999,1957-01-18,pre_crisis
0.82571490696041,-1.8599358020527303,-2.479280920785443,-2.5090017417558754,-2.020249127002362,-0.1673297250285795,44.400002,1957-01-21,pre_crisis
0.8267050999181744,-1.8579868708163678,-2.4778644558878886,-2.508020266357483,-2.019540327916122,-0.16668274403499664,44.529999,1957-01-22,pre_crisis
0.8942143837663485,-1.7251128173256134,-2.381292843173259,-2.441105327465496,-1.9712158894022769,-0.1225729337220995,44.869999,1957-01-23,pre_crisis
0.9392574110627974,-1.6364576090755298,-2.3168590714071433,-2.3964588544584577,-1.938973227667634,-0.09314232393466147,45.029999,1957-01-24,pre_crisis
0.8803549166861856,-1.7523914887199734,-2.4011187250520645,-2.4548427771891563,-1.981136761415321,-0.13162855435819906,44.82,1957-01-25,pre_crisis
0.7866870617476065,-1.9367517256832874,-2.535110011810222,-2.5476859897383295,-2.0481860061811656,-0.19283008218137473,44.490002,1957-01-28,pre_crisis
0.8322776949052113,-1.8470187010746313,-2.4698928932489794,-2.5024967319371503,-2.0155513576817574,-0.16304167285460008,44.709999,1957-01-29,pre_crisis
0.8599020149955674,-1.7926475808952698,-2.4303764743328724,-2.475115613587028,-1.9957773402192793,-0.1449922513565328,44.91,1957-01-30,pre_crisis
0.8238359896789649,-1.8636339505314035,-2.4819687003275073,-2.5108641172382424,-2.0215940919829416,-0.1685573885461567,44.720001,1957-01-31,pre_crisis
0.7774637143724293,-1.4021647249159435,-1.2114970758256984,-1.7344813354683313,-1.7575958997899432,-0.4056523810347779,44.619999,1957-02-01,pre_crisis
0.7583448380985652,-1.4397951431915958,-1.238846510004424,-1.7534318910752649,-1.7712815576474312,-0.4181444407599635,44.529999,1957-02-04,pre_crisis
0.5994194878079265,-1.7525973874436123,-1.4661882399703465,-1.910958078540122,-1.8850433675887608,-0.521984485501016,43.889999,1957-02-05,pre_crisis
0.5649047656879269,-1.8205304297123668,-1.5155613363436067,-1.945168936512305,-1.909749666809197,-0.5445360185485216,43.82,1957-02-06,pre_crisis
0.4851241599501508,-1.9775573135727678,-1.6296869990713332,-2.0242471618081788,-1.9668581525878792,-0.596663773208987,43.619999,1957-02-07,pre_crisis
0.4078441704998422,-2.129662399964719,-1.7402355456767158,-2.100846785991285,-2.022176649328873,-0.6471576531811414,43.32,1957-02-08,pre_crisis
0.1896181930684931,-2.559182142219688,-2.052406455742469,-2.317151523830062,-2.178386984076634,-0.7897440638367735,42.57,1957-02-11,pre_crisis
0.13651967175422527,-2.6636924459767144,-2.128363561843805,-2.3697825710944627,-2.216395922731622,-0.8244380432357421,42.389999,1957-02-12,pre_crisis
0.2747234110318504,-2.391675176667552,-1.9306639681812743,-2.2327955636599808,-2.117467038874329,-0.7341372671561271,43.040001,1957-02-13,pre_crisis
0.27090167726885755,-2.3991972421895826,-1.9361309346756634,-2.236583651262676,-2.120202709106906,-0.7366343452132894,42.990002,1957-02-14,pre_crisis
0.3994330107505802,-2.146217528781612,-1.7522676576394705,-2.109183894734705,-2.028197518592535,-0.6526534107999872,43.509998,1957-02-15,pre_crisis
0.37290599958153914,-2.1984288884658896,-1.7902143829351287,-2.1354773647610714,-2.047186061310265,-0.6699858629330303,43.459999,1957-02-18,pre_crisis
0.36347728099977583,-2.216986810958447,-1.8037021065098753,-2.144823073851207,-2.053935318677496,-0.6761464821016563,43.490002,1957-02-19,pre_crisis
0.36809762303321064,-2.207892897654954,-1.7970927358273856,-2.1402434088450923,-2.0506279893476544,-0.6731276023408539,43.630001,1957-02-20,pre_crisis
0.3449591359580167,-2.2534348497254113,-1.8301921983791356,-2.163178187003482,-2.067190961612081,-0.6882460307648555,43.48,1957-02-21,pre_crisis
0.3028371287268124,-2.336340807586915,-1.8904474690207707,-2.204929356312621,-2.0973427012320993,-0.7157680787419228,43.380001,1957-02-25,pre_crisis
0.33171196424999017,-2.2795083806799417,-1.849142195517734,-2.1763087319419796,-2.0766735408692774,-0.6969015844593305,43.450001,1957-02-26,pre_crisis
0.3024153070760473,-2.3371710512125676,-1.891050882281441,-2.2053474642879296,-2.0976446492496796,-0.7160436922863201,43.41,1957-02-27,pre_crisis
0.2575327985742736,-2.4255103209473217,-1.9552550329052605,-2.2498348316916426,-2.1297724085563687,-0.7453694208902947,43.259998,1957-02-28,pre_crisis
0.34418837148038506,-2.1000942136224703,-2.029192196852103,-2.252358792333218,-1.9430624783894972,-0.5790934008070588,43.740002,1957-03-01,pre_crisis
0.4225826433836504,-1.9457959588569518,-1.9170496760943112,-2.1746546957279818,-1.8869463569246796,-0.527871461154321,44.060001,1957-03-04,pre_crisis
0.441746691813577,-1.9080766312174489,-1.889635623425919,-2.155659365656112,-1.8732283639726128,-0.5153498864480579,44.220001,1957-03-05,pre_crisis
0.42002214580245084,-1.9508356167110095,-1.9207124520367203,-2.177192650945584,-1.8887792101394434,-0.529544461609597,44.23,1957-03-06,pre_crisis
0.40589567041315405,-1.9786398228811513,-1.9409202876491671,-2.191194758264036,-1.89889121181469,-0.5387745424857778,44.209999,1957-03-07,pre_crisis
0.3870843473891504,-2.0156649044587414,-1.9678297688074835,-2.209840468289038,-1.912356717164768,-0.5510656503605043,44.07,1957-03-08,pre_crisis
0.3205560973450735,-2.1466080540688535,-2.0629980187371917,-2.2757830103000307,-1.9599789128900105,-0.5945344641682898,43.779999,1957-03-11,pre_crisis
0.3026507682795358,-2.1818499277254375,-2.0886114811453234,-2.293530702646404,-1.9727958904103717,-0.6062336057329833,43.75,1957-03-12,pre_crisis
0.37986986779571114,-2.029864686959212,-1.9781500372138572,-2.2169914323285647,-1.917520979850573,-0.5557795105621405,44.040001,1957-03-13,pre_crisis
0.39048697985555225,-2.008967728269362,-1.9629623241239555,-2.206467792257202,-1.9099210476681452,-0.5488424083987758,44.07,1957-03-14,pre_crisis
0.3861683918118752,-2.017467719174473,-1.96914003759172,-2.2107483598853848,-1.9130123757120427,-0.5516641254807486,44.049999,1957-03-15,pre_crisis
0.3476658956471108,-2.0932496330580532,-2.0242176200547832,-2.2489118839400675,-1.9405731999792377,-0.5768212254467371,43.849998,1957-03-18,pre_crisis
0.4023784379737078,-1.9855625586096097,-1.94595166688485,-2.1946810253422613,-1.9014089141671717,-0.5410726627869686,44.040001,1957-03-19,pre_crisis
0.42103714798660674,-1.9488378551170031,-1.9192604976943626,-2.176186584738738,-1.888052652133733,-0.5288812705452246,44.099998,1957-03-20,pre_crisis
0.4034846363950719,-1.9833853015001683,-1.9443692568896003,-2.193584565780722,-1.9006170761480106,-0.5403498851221287,44.110001,1957-03-21,pre_crisis
0.3656921516944822,-2.0577697468299125,-1.9984311723475825,-2.231044329240866,-1.9276696606089325,-0.5650430715458677,44.060001,1957-03-22,pre_crisis
0.31564538518758056,-2.1562734836616166,-2.0700227620849803,-2.2806504890407884,-1.9634940947166708,-0.5977430685175138,43.880001,1957-03-25,pre_crisis
0.3249320049010436,-2.1379952449629203,-2.056738310061855,-2.271445627794785,-1.9568465544412625,-0.5916752951586657,43.91,1957-03-26,pre_crisis
0.38680684629128587,-2.0162110914958356,-1.9682267324104619,-2.2101155262951018,-1.9125553577661325,-0.5512469664712772,44.09,1957-03-27,pre_crisis
0.3806144192077371,-2.0283992357129708,-1.9770849610271506,-2.2162534358724075,-1.916988015688018,-0.5552930290046332,44.18,1957-03-28,pre_crisis
0.34856043079866295,-2.091488978747988,-2.0229379930569675,-2.2480252241861662,-1.9399328745830022,-0.5762367461928626,44.110001,1957-03-29,pre_crisis
0.35030027924230034,-0.8332688932850377,-1.6187224036453949,-2.779144278923553,-2.4931989456601165,-1.0039580215658543,44.139999,1957-04-01,pre_crisis
0.4063573577431199,-0.7229354573089606,-1.538533099799874,-2.7235807213129934,-2.4530722151000517,-0.9673309540216737,44.419998,1957-04-02,pre_crisis
0.4391534559885329,-0.6583850686194661,-1.4916184842422595,-2.691073356623377,-2.4295961397691572,-0.9459023505741578,44.540001,1957-04-03,pre_crisis
0.42560592016241294,-0.6850497863800066,-1.5109981503927694,-2.7045016213044333,-2.439293725415537,-0.9547541588208763,44.439999,1957-04-04,pre_crisis
0.42992643796211744,-0.6765459972638787,-1.5048176764209513,-2.700219140909601,-2.436201016015311,-0.9519311808579185,44.490002,1957-04-05,pre_crisis
0.3906942167615883,-0.7537641806189851,-1.560939126031243,-2.7391059655741072,-2.464284191440935,-0.9775650749931437,44.389999,1957-04-08,pre_crisis
0.4965229066100841,-0.5454685774926034,-1.409551840200599,-2.6342089808844573,-2.388529988106682,-0.9084177937780457,44.790001,1957-04-09,pre_crisis
0.549729635660879,-0.4407452956123939,-1.3334399436018831,-2.5814706785335764,-2.3504435922811764,-0.873653112655395,44.98,1957-04-10,pre_crisis
0.5252205371851598,-0.4889849313519302,-1.368500057279061,-2.605764001367348,-2.3679876744400588,-0.8896670832247677,44.98,1957-04-11,pre_crisis
0.5410793817543187,-0.45777101762825534,-1.345814078276845,-2.5900447764733414,-2.356635609722464,-0.8793050917200061,44.98,1957-04-12,pre_crisis
0.5158627363534204,-0.5074032711327039,-1.3818863334513245,-2.6150394170602103,-2.3746861675233983,-0.8957813655294387,44.950001,1957-04-15,pre_crisis
0.5101838893469244,-0.5185805696892102,-1.3900098889464523,-2.620668268067891,-2.378751194988541,-0.8994918605898788,45.02,1957-04-16,pre_crisis
0.5110856648866969,-0.5168056646024094,-1.3887199046180998,-2.6197744316694207,-2.3781056867837282,-0.8989026505473958,45.080002,1957-04-17,pre_crisis
0.572136847275624,-0.39664266461171244,-1.3013865660702766,-2.5592607377599115,-2.3344040809988664,-0.8590124914307621,45.41,1957-04-18,pre_crisis
0.5964050918600388,-0.34887708563907355,-1.2666709923939101,-2.5352061483639696,-2.3170324066689183,-0.8431558920976544,45.48,1957-04-22,pre_crisis
0.6191835076529566,-0.3040438380325716,-1.234086609582894,-2.5126282714564425,-2.300727180325484,-0.8282727302185631,45.650002,1957-04-23,pre_crisis
0.6198719011820918,-0.3026889186289128,-1.2331018669000888,-2.511945938474814,-2.300234415051202,-0.8278229415930598,45.720001,1957-04-24,pre_crisis
0.5916574109495195,-0.3582216316230026,-1.27346252055194,-2.5399120311684817,-2.3204308876061437,-0.8462579736552095,45.560001,1957-04-25,pre_crisis
0.5660880226606403,-0.40854816559814117,-1.310039372244471,-2.5652563091303655,-2.3387339455230585,-0.8629647257187596,45.5,1957-04-26,pre_crisis
0.6052925695443626,-0.3313844517684408,-1.2539575105730887,-2.5263969151407597,-2.310670579903504,-0.8373489136723273,45.73,1957-04-29,pre_crisis
0.6123387773124908,-0.3175158675601587,-1.2438779539713505,-2.519412741478291,-2.3056267694134913,-0.8327450003975786,45.740002,1957-04-30,pre_crisis
0.6733187198828424,0.6552940853096775,-1.0440974172103206,-1.8560150183224606,-2.0764212893002316,-0.39435487737481423,46.02,1957-05-01,pre_crisis
0.7474752708626874,0.801251514568532,-0.9380169300052711,-1.7825113341711576,-2.023338609645628,-0.34590181713296536,46.389999,1957-05-02,pre_crisis
0.7188609640874226,0.7449318691460125,-0.9789495187468892,-1.8108737234628225,-2.043821278540285,-0.3645980848482407,46.34,1957-05-03,pre_crisis
0.6749260322851607,0.6584576518881987,-1.0417981667668232,-1.8544218565371373,-2.075270744294702,-0.3933046774446939,46.27,1957-05-06,pre_crisis
0.6186477266808782,0.5476887892522087,-1.1223039346146233,-1.9102046935899553,-2.1155558334530147,-0.4300762923016821,46.130001,1957-05-07,pre_crisis
0.653218398294588,0.6157319532049192,-1.0728508028368948,-1.8759383786977863,-2.0908094845132723,-0.4074882024813301,46.310001,1957-05-08,pre_crisis
0.6497945354736396,0.6089929907143846,-1.0777486174112023,-1.8793320981742596,-2.093260351104345,-0.4097253161190494,46.360001,1957-05-09,pre_crisis
0.6826664464544795,0.6736925965913262,-1.0307255522047818,-1.8467495881969267,-2.0697300075652447,-0.38824717747891474,46.59,1957-05-10,pre_crisis
0.7228750412224376,0.7528325113918036,-0.973207406249279,-1.8068949858598384,-2.040947925237692,-0.3619753317850465,46.880001,1957-05-13,pre_crisis
0.6708085859180328,0.6503535548270971,-1.0476881483111955,-1.8585030533198943,-2.078218091273672,-0.39599497080695195,46.669998,1957-05-14,pre_crisis
0.6760145385923416,0.6606000867807191,-1.040241065231412,-1.8533429333301845,-2.0744915706297644,-0.3925934596092014,46.830002,1957-05-15,pre_crisis
0.7016843224301058,0.7111242226673633,-1.003520598327572,-1.827899143691747,-2.0561166476558888,-0.37582111021791875,47.02,1957-05-16,pre_crisis
0.7148372248355588,0.7370122095953733,-0.9847054528428507,-1.8148620381183487,-2.046701548171196,-0.3672271510304185,47.150002,1957-05-17,pre_crisis
0.772304483163876,0.8501212091554444,-0.9024988954820155,-1.757900715761892,-2.005565383878718,-0.32967868777364384,47.349998,1957-05-20,pre_crisis
0.7759523799088978,0.8573011227850551,-0.8972806017659176,-1.7542849347335172,-2.00295414951344,-0.32729519287795195,47.330002,1957-05-21,pre_crisis
0.7253921488075972,0.7577867675895832,-0.9696066994276548,-1.8044000386371082,-2.0391461314132258,-0.36033068186744044,47.139999,1957-05-22,pre_crisis
0.7313898105553619,0.7695915680920478,-0.9610270814183586,-1.7984551797011274,-2.03485289024941,-0.35641187682412523,47.150002,1957-05-23,pre_crisis
0.7405082808326507,0.7875388493889904,-0.947983166122966,-1.7894169875205466,-2.028325714561305,-0.3504539704244726,47.209999,1957-05-24,pre_crisis
0.648179160371367,0.6058135548573886,-1.0800594014970826,-1.8809332516763366,-2.0944166675449423,-0.41078078412705954,46.779999,1957-05-27,pre_crisis
0.608897685687121,0.5284984291314415,-1.1362513079109904,-1.9198688962018347,-2.1225350995576577,-0.436446859937162,46.689999,1957-05-28,pre_crisis
0.6768045534992233,0.6621550208136673,-1.0391109537966983,-1.8525598736352151,-2.0739260628267417,-0.3920772727131105,47.110001,1957-05-29,pre_crisis
0.749085833023064,0.8044214774306674,-0.9357130308029848,-1.7809149512383196,-2.0221857384010318,-0.3448494938473102,47.43,1957-05-31,pre_crisis
0.7418453142213212,0.7781407803129053,-0.03409686299997595,-0.8618117554668395,-1.633221160221284,-0.8371431204989884,47.369999,1957-06-03,pre_crisis
0.7131214047106091,0.7216054110831935,-0.07518623777629527,-0.8902827825624742,-1.6537822848534065,-0.8559110014146234,47.279999,1957-06-04,pre_crisis
0.7221896723888162,0.7394538819283653,-0.06221413698817408,-0.8812943510023339,-1.6472910451473517,-0.8499858968312024,47.27,1957-06-05,pre_crisis
0.8411861032120331,0.9736666777561598,0.10800952080868992,-0.7633455528072914,-1.5621111205962919,-0.772234961073559,47.799999,1957-06-06,pre_crisis
0.8644297110684918,1.0194155321001501,0.14125935798742276,-0.7403065793404398,-1.5454729008630552,-0.7570478479078862,47.849998,1957-06-07,pre_crisis
0.8827639440032755,1.0555015888440966,0.16748636472592826,-0.7221337591514179,-1.532348905737466,-0.7450684653565238,47.900002,1957-06-10,pre_crisis
0.8723432183592662,1.0349911645334406,0.15257958118839424,-0.732462741773234,-1.539808260761674,-0.7518772508342922,47.939999,1957-06-11,pre_crisis
0.8817067639954076,1.0534208114323453,0.16597407526779875,-0.7231816318526512,-1.5331056554373024,-0.745759214938737,48.049999,1957-06-12,pre_crisis
0.885644441961745,1.0611710822529508,0.1716068992274673,-0.7192786208077352,-1.530286990123069,-0.7431863802370827,48.139999,1957-06-13,pre_crisis
0.8816521666444637,1.0533133510814683,0.1658959740951887,-0.7232357485339996,-1.5331447372669162,-0.745794888236637,48.150002,1957-06-14,pre_crisis
0.8741230357188584,1.0384942611975096,0.15512559890559985,-0.7306985937469588,-1.5385342334034084,-0.750714338096249,48.240002,1957-06-17,pre_crisis
0.8098225205221382,0.9119358145852343,0.06314410988708198,-0.7944330136644971,-1.5845617738528173,-0.7927275748938366,48.040001,1957-06-18,pre_crisis
0.7352286373492826,0.7651176133274054,-0.04356197831332166,-0.8683701797800973,-1.6379575042682435,-0.8414663830947484,47.720001,1957-06-19,pre_crisis
0.6787192313001873,0.6538938909874541,-0.12439833391709372,-0.9243820826926175,-1.678408019551665,-0.8783889963952521,47.43,1957-06-20,pre_crisis
0.6256864667138257,0.5495130118440975,-0.20026137542614336,-0.9769479521447417,-1.7163698882812524,-0.913040011084341,47.150002,1957-06-21,pre_crisis
0.5303142787233414,0.3617982489815869,-0.33669070006655005,-1.071480492968769,-1.7846391272920241,-0.9753551310439494,46.779999,1957-06-24,pre_crisis
0.6129946440094542,0.5245325375628342,-0.2184169492521935,-0.9895280373164483,-1.7254549380839634,-0.9213327059568533,47.150002,1957-06-25,pre_crisis
0.5843639645438099,0.46818066685790494,-0.25937295902606533,-1.0179066551549707,-1.745949326864012,-0.9400396714047337,47.09,1957-06-26,pre_crisis
0.6005871094249979,0.5001116087647868,-0.2361658506822283,-1.0018263372123013,-1.7343364890049213,-0.9294396501543644,47.259998,1957-06-27,pre_crisis
0.6372781845112293,0.5723282224768439,-0.18367949486071314,-0.9654582866668668,-1.7080723146433767,-0.9054661124425775,47.369999,1957-06-28,pre_crisis
0.6426772803410145,-0.05282090378254304,0.4438415746758269,-1.0972308094255978,-1.8061667839737627,-0.7638742108774282,47.43,1957-07-01,pre_crisis
0.7194033302968716,0.0981939001797809,0.5535977142628533,-1.021180247909256,-1.7512448077335672,-0.7137422687697018,47.900002,1957-07-02,pre_crisis
0.8210302360174452,0.29821940981463974,0.698974373904294,-0.9204480552619803,-1.678498321962944,-0.6473403862656197,48.459999,1957-07-03,pre_crisis
0.8527286778503352,0.3606093540651137,0.7443187987574376,-0.8890286833280502,-1.6558079701176605,-0.6266289792299932,48.689999,1957-07-05,pre_crisis
0.864519105941626,0.38381567301236236,0.7611849331684104,-0.8773420569817624,-1.6473681558451394,-0.6189252455067276,48.900002,1957-07-08,pre_crisis
0.8441282061095097,0.34368161498990385,0.732015877162446,-0.897553437379269,-1.6619643525311412,-0.632248431184815,48.900002,1957-07-09,pre_crisis
0.842729549209429,0.3409287312209913,0.7300151071234835,-0.8989397806444448,-1.6629655379313881,-0.6331622979456317,49.0,1957-07-10,pre_crisis
0.7764150765527553,0.2104063454879309,0.6351526644233392,-0.9646704273426867,-1.7104347077078375,-0.6764914320016849,48.860001,1957-07-11,pre_crisis
0.8104159014775194,0.27732791793333433,0.6837906340394404,-0.9309689422664341,-1.686096265943413,-0.6542756736285655,49.080002,1957-07-12,pre_crisis
0.8279903850722949,0.31191861035567375,0.7089308240493242,-0.9135491826605197,-1.6735161139483439,-0.6427927027907162,49.130001,1957-07-15,pre_crisis
0.7610497494815551,0.1801637895788327,0.613172659147462,-0.9799004796172311,-1.7214335031471022,-0.6865309646981141,48.880001,1957-07-16,pre_crisis
0.674764640931407,0.01033452350733288,0.48974234540447203,-1.0654259427358537,-1.783198036632149,-0.7429086886795205,48.580002,1957-07-17,pre_crisis
0.6690947170063372,-0.0008252123388150291,0.48163155432209753,-1.0710459492200215,-1.787256676784686,-0.746613353498449,48.529999,1957-07-18,pre_crisis
